,Client Numbers,Client Names
273,2527945322,Albemarle Regional Health Services
274,2523384370,Albemarle Regional Health Services
275,2523384495,Albemarle Regional Health Services
276,7243422330,Albert J Scott
277,2122637239,"Albert Matalon, M.D. "
278,3475255522,"Albert Matalon, M.D. "
279,2124202000,"Albert Matalon, M.D. "
280,2123125110,"Albert Matalon, M.D. "
281,2122637300,"Albert Matalon, M.D. "
282,2157455662,"Albert Nemez MD, PC"
283,2157252525,"Albert Nemez MD, PC"
284,2157081200,"Albert Nemez MD, PC"
285,3616648811,"Alejandro Lopez, Jr., M.D.,PA"
286,3616648816,"Alejandro Lopez, Jr., M.D.,PA"
287,8286329704,Alexander County Health Department
288,9929199190,"Alexandra Fingesten, MD, PLLC"
289,2128894360,"Alexandra Fingesten, MD, PLLC"
290,2109221977,ALEXEI ARKHIPOV MD PA
291,2109212000,ALEXEI ARKHIPOV MD PA
292,2105815300,ALEXEI ARKHIPOV MD PA
293,2106160100,ALEXEI ARKHIPOV MD PA
294,2107572200,ALEXEI ARKHIPOV MD PA
295,2105815306,ALEXEI ARKHIPOV MD PA
296,2102975000,ALEXEI ARKHIPOV MD PA
297,2102973000,ALEXEI ARKHIPOV MD PA
298,2102974000,ALEXEI ARKHIPOV MD PA
299,2105724600,ALEXEI ARKHIPOV MD PA
300,2107577000,ALEXEI ARKHIPOV MD PA
301,2107366700,ALEXEI ARKHIPOV MD PA
302,2109213241,ALEXEI ARKHIPOV MD PA
303,2106004600,ALEXEI ARKHIPOV MD PA
304,5624212188,Alicia G. Nugas M.D.
305,8625911420,ALL IN ONE MEDICAL CARE
306,2568821785,All Womens OB/GYN
307,2564291000,All Womens OB/GYN
308,2562651000,All Womens OB/GYN
309,2126854225,Allergy & Asthma Associates of Murray Hill
310,7148488585,Allergy & Asthma Specialists Medical Group 
311,7182920100,Allergy And Asthma Care
312,5052941471,Allergy And Asthma Care
313,2163817345,Allergy Immunology Associates Inc
314,2163813333,Allergy Immunology Associates Inc
315,4407791112,Allergy Immunology Associates Inc
316,2124009951,Alliance Cardiovascular Care PLLC.
317,3128081044,Alliance Care 360
318,9784662295,Alliance Dermatology
319,5164860094,"Alliance Family Medical Practice, PC"
320,7252023439,Allmind Care LLC
321,4784940421,"Alternative Healthcare Service, LLC"
322,2158421075,ALTHEA HANKINS MD FACP
323,2158491075,ALTHEA HANKINS MD FACP
324,8566297006,Altman & Gerety Family Medical Associates
325,9043888686,AMERICAN PHYSICIANS FOUNDATION
326,9043996111,AMERICAN PHYSICIANS FOUNDATION
327,9042768500,AMERICAN PHYSICIANS FOUNDATION
328,9042963700,AMERICAN PHYSICIANS FOUNDATION
329,9043087300,AMERICAN PHYSICIANS FOUNDATION
330,9046021000,AMERICAN PHYSICIANS FOUNDATION
331,9043457600,AMERICAN PHYSICIANS FOUNDATION
332,9046272900,AMERICAN PHYSICIANS FOUNDATION
333,9042022000,AMERICAN PHYSICIANS FOUNDATION
334,9045793189,AMERICAN PHYSICIANS FOUNDATION
335,9046911000,AMERICAN PHYSICIANS FOUNDATION
336,9044250500,AMERICAN PHYSICIANS FOUNDATION
337,6464730870,AMG Medical Group
338,7182382040,AMG Medical Group
339,7188231489,AMG Medical Group
340,9549418300,"AMIT UPADHIAYA,D.O,P.A"
341,9543443000,"AMIT UPADHIAYA,D.O,P.A"
342,9547768500,"AMIT UPADHIAYA,D.O,P.A"
343,9543445228,"AMIT UPADHIAYA,D.O,P.A"
344,9544857233,"AMIT UPADHIAYA,D.O,P.A"
345,9543571900,"AMIT UPADHIAYA,D.O,P.A"
346,9549338242,"AMIT UPADHIAYA,D.O,P.A"
347,9543441761,"AMIT UPADHIAYA,D.O,P.A"
348,9546896660,"AMIT UPADHIAYA,D.O,P.A"
349,9543666335,"AMIT UPADHIAYA,D.O,P.A"
350,9543673816,"AMIT UPADHIAYA,D.O,P.A"
351,9547834009,"AMIT UPADHIAYA,D.O,P.A"
352,7542298612,"AMIT UPADHIAYA,D.O,P.A"
353,2562288080,AMMA Healthcare LLC
354,3342223222,Andalusia Neurology PC
355,8642245765,"Anderson Oncology-Hematology Clinic, PA"
356,8163243139,ANDREW COUNTY HEALTH DEPARTMENT
357,8454584899,Anita Bhola Medical PC
358,8453482209,Anita Bhola Medical PC
359,3862081200,ANJANA RANA
360,3867921868,ANJANA RANA
361,3863645961,ANJANA RANA
362,3863620800,ANJANA RANA
363,3863620870,ANJANA RANA
364,3867199000,ANJANA RANA
365,2156433011,"ANN B. TUCKER, PHD"
366,5163079140,Annette Fiorillo DO PC
367,5166323000,Annette Fiorillo DO PC
368,7046945188,Anson County Health Department
369,4128292001,ANTHONY DILISCIA PHD
370,4129213333,"Anthony P. Chappie, D.C."
371,8282622185,Appalachian State University Psychology Clinic
372,8282626639,Appalachian State University Psychology Clinic
373,3037954584,ARAPAHOE COUNTY PUBLIC HEALTH
374,8452670110,"ARC HealthResources of Rockland, Inc. "
375,8452672500,"ARC HealthResources of Rockland, Inc. "
376,3864399777,Ardent Family Care
377,3868724700,Ardent Family Care
378,3864462377,Ardent Family Care
379,8633572300,Arif Shakoor II  LLC
380,8637632151,Arif Shakoor II  LLC
381,8705352800,"ARKANSAS CANCER CLINIC, P.A"
382,2149457764,Arkansas Vein Care Clinics
383,2127943999,"Arlene H. Markowitz, M.D., F.A.C.S., P.C."
384,2105455111,Arthritis Relief And Vascular Centers (San Antonio)
385,2104059797,Arthritis Relief And Vascular Centers (San Antonio)
386,2122477447,"Arthur Lubitz MD, PC"
387,2126854765,"Arthur Lubitz MD, PC"
388,2127660011,"Arthur Lubitz MD, PC"
389,2128682802,"Arthur Lubitz MD, PC"
390,2127370011,"Arthur Lubitz MD, PC"
391,2127402009,"Arthur Lubitz MD, PC"
392,2122282820,"Arthur Lubitz MD, PC"
393,2123468455,Arturo Constantiner M.D.
394,2123498455,Arturo Constantiner M.D.
395,7323613609,ASBURY ACUPUNCTURE LLC
396,7327689964,Asbury Park Acupuncture Corp
397,6068335505,"ASHLAND ORTHOPEDIC ASSOCIATES, P.S.C."
398,7185450003,Asna Wellness Medical Ob/Gyn.P.C.
399,7189321000,Asna Wellness Medical Ob/Gyn.P.C.
400,6012685051,"Asthma & Allergy Clinic of Hattiesburg, PLLC"
401,6012685000,"Asthma & Allergy Clinic of Hattiesburg, PLLC"
402,6012887000,"Asthma & Allergy Clinic of Hattiesburg, PLLC"
403,6104971928,Aston Chiropractic
404,6607364121,Atchison County Health Department
405,6314228520,Atkinson & Wasser
406,6782054322,ATLANTA BEHAVIORAL MEDICINE
407,4048728837,Atlanta Medical Clinic
408,7708379710,"Atlanta Psychiatric Medicine, Inc"
409,6782054322,"Atlanta Psychiatric Medicine, Inc"
410,6096455933,Atlantic County Division of Public Health
411,3217999797,Atlantic ENT LLC
412,3217997111,Atlantic ENT LLC
413,3214544007,Atlantic ENT LLC
414,3216362211,Atlantic ENT LLC
415,3214590015,Atlantic ENT LLC
416,7327753030,AUA Advanced Urogynecology Associates
417,7132660808,"Auspicious Laboratory, INC"
418,8185883300,"Avalon Wound Care, Inc"
419,7706946349,Avant Interventional Psychiatry
420,4042619043,Avant Interventional Psychiatry
421,7703191497,Avant Interventional Psychiatry
422,2124201566,"Ayaz Rasool, MD"
423,7182687262,"Ayaz Rasool, MD"
424,2154773900,"AZAD KHAN, MD"
425,2157264433,"AZAD KHAN, MD"
426,2154732587,"AZAD KHAN, MD"
427,2154777900,"AZAD KHAN, MD"
428,6102378740,"AZAD KHAN, MD"
429,6102374000,"AZAD KHAN, MD"
430,6106268065,"AZAD KHAN, MD"
431,6106264397,"AZAD KHAN, MD"
432,6107931212,"AZAD KHAN, MD"
433,6104315130,"AZAD KHAN, MD"
434,6103838000,"AZAD KHAN, MD"
435,6106963120,"AZAD KHAN, MD"
436,4848260400,"AZAD KHAN, MD"
437,6106960127,"AZAD KHAN, MD"
438,4844019800,"AZAD KHAN, MD"
439,6106965211,"AZAD KHAN, MD"
440,6106923636,"AZAD KHAN, MD"
441,3407180348,B & S Medical
442,3407130348,B & S Medical
443,6312781405,Babu Easow MD
444,7033658333,Back 2 Back Chiropractic 
445,7033788633,Back 2 Back Chiropractic 
446,2123712000,BACK AND BODY MEDICAL PC
447,2017944500,Balanced Well Medical
448,7248376234,Bancroft Chiropractic
449,7243254222,Bancroft Chiropractic
450,7704220280,Barrett Parkway Foot and Leg Specialists PC
451,4178472114,Barry County Health Department
452,4173548402,Barry County Health Department
453,2567539500,BARRY LATHAMS DRUG
454,7187575678,"Basit Qayyum, D.O.,P.C."
455,3477321357,"Basit Qayyum, D.O.,P.C."
456,2126846605,"Basit Qayyum, D.O.,P.C."
457,7188150710,"Basit Qayyum, D.O.,P.C."
458,6463702000,"Basit Qayyum, D.O.,P.C."
459,9145397372,"Basit Qayyum, D.O.,P.C."
460,9144232200,"Basit Qayyum, D.O.,P.C."
461,6463702010,"Basit Qayyum, D.O.,P.C."
462,9148195370,"Basit Qayyum, D.O.,P.C."
463,2122091430,"Basit Qayyum, D.O.,P.C."
464,8456917400,"Basit Qayyum, D.O.,P.C."
465,6606796108,Bates County Health Center
466,7187487100,BAYRIDGE ENDOSCOPY SERVICES 
467,6783880946,"BEAUTIFUL MINDS MENTAL HEALTH SERVICES, LLC"
468,7704344567,"BEAUTIFUL MINDS MENTAL HEALTH SERVICES, LLC"
469,4047855252,"BEAUTIFUL MINDS MENTAL HEALTH SERVICES, LLC"
470,6783558722,"BEAUTIFUL MINDS MENTAL HEALTH SERVICES, LLC"
471,6787055698,"BEAUTIFUL MINDS MENTAL HEALTH SERVICES, LLC"
472,6784014596,"BEAUTIFUL MINDS MENTAL HEALTH SERVICES, LLC"
473,7182920100,"BEAUTIFUL MINDS MENTAL HEALTH SERVICES, LLC"
474,2547784766,Bell County Public Health District
475,2545268371,Bell County Public Health District
476,2549392091,Bell County Public Health District
477,3363495040,Belmont Medical Associates PLLC
478,2014440052,Bergen Women's Health and Wellness LLC
479,2014478000,Bergen Women's Health and Wellness LLC
480,2014706977,Bergen Women's Health and Wellness LLC
481,2014440050,Bergen Women's Health and Wellness LLC
482,4412326824,Bermuda Pain Relief Center
483,4415510441,Bermuda Pain Relief Center
484,6147054624,BETTER HEALTH & FAMILY CARE
485,9124813003,Beyond Health Group
486,9122253220,Beyond Health Group
487,8645779107,BG Neurology
488,5758352940,Bhasker Medical Clinic
489,8184765656,Bhoot Surgical Inc
490,3108238911,Bhoot Surgical Inc
491,8186377766,Bhoot Surgical Inc
492,9098659500,Bhoot Surgical Inc
493,8189869099,Bhoot Surgical Inc
494,8186960091,Bhoot Surgical Inc
495,8184765446,Bhoot Surgical Inc
496,7182374067,BKLYNCardio
497,7182524765,BKLYNCardio
498,7183955841,BKLYNCardio
499,7187803000,BKLYNCardio
500,7184695500,BKLYNCardio
501,7124695500,BKLYNCardio
502,3194332446,Black Hawk County Health Department
503,3194332530,Black Hawk County Health Department
504,3192912413,Black Hawk County Health Department
505,3194332780,Black Hawk County Health Department
506,9108626900,Bladen County Health Department
507,4063572345,Blaine County Health Department
508,4123684400,BLIND AND VIS REHAB SRV OF PGH
509,2107422330,Blue Skyes Health Psychiatry Group
510,3168364855,"Bluestem Therapy, Inc"
511,6203273481,"Bluestem Therapy, Inc"
512,6203270400,"Bluestem Therapy, Inc"
513,5614821027,"BOBBY GHANAVATI MD, PLLC"
514,5614888000,"BOBBY GHANAVATI MD, PLLC"
515,5619557100,"BOBBY GHANAVATI MD, PLLC"
516,9543443000,"BOBBY GHANAVATI MD, PLLC"
517,5617377733,"BOBBY GHANAVATI MD, PLLC"
518,9549784005,"BOBBY GHANAVATI MD, PLLC"
519,5612632234,"BOBBY GHANAVATI MD, PLLC"
520,5617988500,"BOBBY GHANAVATI MD, PLLC"
521,5617675324,"BOBBY GHANAVATI MD, PLLC"
522,9706445255,"Body Therapeutics, LLC"
523,7327404257,Boris Yaguda Medical P.C.
524,2127671100,"Bradley Wasserman MD, PLLC"
525,2125986194,"Bradley Wasserman MD, PLLC"
526,2122637300,"Bradley Wasserman MD, PLLC"
527,5166630333,"Bradley Wasserman MD, PLLC"
528,2016241600,"Bradley Wasserman MD, PLLC"
529,2014976175,Breast Rehabilitation and Healing Center LLC
530,6466384000,"Brent A. Williams, MD FASN"
531,7869994840,Brian Pavlas DPM PA
532,2039232204,"Bridgeport Family Medicine, LLC"
533,2035767468,Bridgeport Health Department 
534,2035768247,Bridgeport Health Department 
535,2844957546,BrivaDERM Ltd.
536,2123429200,Bronx Medical Care PC
537,9149623625,Bronx Medical Care PC
538,9144888898,Bronx Medical Care PC
539,9148009057,Bronx Medical Care PC
540,9143527705,Bronx Medical Care PC
541,8453536100,Bronx Medical Care PC
542,9145065002,Bronx Medical Care PC
543,9544249300,BROWARD MEDICAL ASSOCIATES
544,7244632211,Brown Family Chiropractic
545,5054732972,BRUCE A SHAFFER MD
546,2153345700,"BRUCE I. ACKERMAN, DPM"
547,9102532250,Brunswick County Health Services
548,9102532277,Brunswick County Health Services
549,9102532284,Brunswick County Health Services
550,8884284429,Brunswick County Health Services
551,9734679744,Bulan Plastic Surgery PA
552,8287649150,Burke County Health Department
553,5737858478,BUTLER COUNTY HEALTH DEPARTMENT
554,7249355761,"C. Thomas Cargill, OD"
555,8284268400,Caldwell County Health Department 
556,8165862311,Caldwell County Health Department MO
557,3103186500,California Medical Arts
558,9095540400,"CALIFORNIA NEUROINTERVENTIONAL SURGEONS, INC"
559,9093990700,Calstro Hospice Inc
560,9703828292,Camber Health LLC
561,5733465479,Camden County Health Department
562,7148354800,Cancer and Blood Care Specialists
563,5627350602,Cancer and Blood Specialty Clinic
564,5623400606,Cancer and Blood Specialty Clinic
565,5626026811,Cancer and Blood Specialty Clinic
566,5625981311,Cancer and Blood Specialty Clinic
567,5624210777,Cancer and Blood Specialty Clinic
568,5628609444,Cancer and Blood Specialty Clinic
569,5625951731,Cancer and Blood Specialty Clinic
570,7145053087,Cancer and Blood Specialty Clinic
571,5628654900,Cancer and Blood Specialty Clinic
572,7147831838,Cancer and Blood Specialty Clinic
573,9096276225,Cancer and Blood Specialty Clinic
574,7145223070,Cancer and Blood Specialty Clinic
575,5624980203,Cancer and Blood Specialty Clinic
576,6265317591,Cancer and Blood Specialty Clinic
577,7148272440,Cancer and Blood Specialty Clinic
578,8186004479,Cancer and Blood Specialty Clinic
579,5629037771,Cancer and Blood Specialty Clinic
580,7149667200,Cancer and Blood Specialty Clinic
581,5625313110,Cancer and Blood Specialty Clinic
582,5622000203,Cancer and Blood Specialty Clinic
583,5627350605,Cancer and Blood Specialty Clinic
584,4244351037,Cancer and Blood Specialty Clinic
585,7145375160,Cancer and Blood Specialty Clinic
586,3103259110,Cancer and Blood Specialty Clinic
587,7144329090,Cancer and Blood Specialty Clinic
588,5623583360,Cancer and Blood Specialty Clinic
589,3105407676,Cancer and Blood Specialty Clinic
590,5627254367,Cancer and Blood Specialty Clinic
591,2132504200,Cancer and Blood Specialty Clinic
592,5626980811,Cancer and Blood Specialty Clinic
593,5629453561,Cancer and Blood Specialty Clinic
594,5629045000,Cancer and Blood Specialty Clinic
